n,Marca temporal,1) ¿Cuál es su nivel más alto de estudios?,2) ¿Cuál es su edad?,3) Indique su sexo,4) Estado civil,5) ¿Actualmente se encuentra trabajando?,"6) ¿Cuántas horas a la semana trabaja? (si no trabaja, escriba un cero)",7) ¿Tienes hijos(as) o personas a su cuidado actualmente?,8) Ingresos económicos de su hogar aproximado (en pesos) en total.,9) Tipo de establecimiento secundario del que egresó,10) Tipo de formación en su educación secundaria,11) Nivel educativo alcanzado por su madre/tutor (seleccione la última cursada y aprobada),12) Nivel educativo alcanzado por su padre/tutor (seleccione la última cursada y aprobada),13) Usted está diagnosticado de acuerdo a las siguientes categorías:,emp_1,emp_2,emp_3,emp_4,emp_5,emp_6,emp_7,emp_8,emp_9,emp_10,control_1,sq_1,sq_2,sq_3,sq_4,sq_5,sq_6,sq_7,sq_8,sq_9,sq_10,control_2,ale_1,ale_2,ale_3,ale_4,ale_5,ale_6,ale_7,ale_8,ale_9,ale_10,ale_11,ale_12,ale_13,ale_14,ale_15,ale_16,ale_17,ale_18,ale_19,ale_20,ie_1,ie_2,ie_3,ie_4,ie_5,ie_6,ie_7,ie_8,ie_9,ie_10,ie_11,ie_12,ie_13,ie_14,ie_15,ie_16,ie_17,ie_18,ie_19,ie_20,ie_21,ie_22,ie_23,ie_24,control_3,iri_1,iri_2,iri_3,iri_4,iri_5,iri_6,iri_7,EQ_total,SQ_total,ale1_iden_sent,ale2_des_sent,ale3_pen_ext,int_emo_1_perc_emo,int_emo_2_compr_emo,int_emo_3_reg_emo,toma_pers
NA,2019/04/02 12:58:17 a. m. GMT,NA,22,Hombre,Soltero,Sí,30,No,0 a 290.000,Municipal,Científico humanista,Enseñanza media,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,2,2,2,1,2,1,1,0,1,1,1,1,0,0,0,1,0,1,1,2,4,4,4,4,2,4,2,2,3,2,3,4,2,2,3,1,4,4,5,1,3,4,4,4,3,3,3,3,2,3,3,4,3,2,4,5,2,2,1,2,2,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,11,6,21,19,9,27,26,21,NA
NA,2019/04/02 2:12:14 a. m. GMT,NA,28,Hombre,Soltero,Sí,15,No,300.000 a 490.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,0,1,1,0,0,1,0,1,0,1,1,0,2,1,0,0,2,1,1,2,2,5,5,3,2,4,5,4,3,4,1,5,3,4,4,2,3,5,5,5,2,5,5,4,3,5,4,4,3,2,2,1,2,1,1,4,2,1,1,1,2,2,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,5,10,29,20,10,33,15,18,NA
NA,2019/04/02 2:33:53 a. m. GMT,NA,20,Mujer,Soltero,Sí,8,No,500.000 a 690.000,Municipal,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,2,1,1,0,1,1,0,2,1,1,1,0,0,1,0,2,4,5,5,5,2,5,5,4,5,2,4,4,5,5,2,2,5,2,4,3,4,5,4,4,5,4,4,5,1,1,1,4,3,2,2,3,3,3,3,4,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,16,7,34,23,10,35,17,30,NA
NA,2019/04/02 2:35:59 a. m. GMT,NA,20,Hombre,Soltero,Sí,11,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,0,1,1,1,1,0,0,0,2,1,1,0,1,0,1,1,1,0,0,2,2,2,5,4,1,2,1,5,2,5,3,2,4,5,3,2,5,2,5,3,3,4,5,4,3,4,1,4,4,4,5,4,5,5,5,4,4,4,5,3,4,4,3,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,7,8,21,20,13,29,36,34,NA
NA,2019/04/02 2:46:37 p. m. GMT,NA,22,Mujer,Soltero,Sí,20,No,300.000 a 490.000,Municipal,Científico humanista,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,0,2,1,2,2,1,0,0,2,0,1,1,0,0,0,0,1,1,2,2,1,2,2,4,4,5,2,3,4,4,3,2,4,3,3,4,5,1,5,5,5,1,4,3,3,4,4,3,3,3,3,3,3,4,4,3,4,4,3,3,5,4,3,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,10,8,23,21,13,27,28,26,NA
NA,2019/04/03 11:17:30 p. m. GMT,NA,20,Mujer,Soltero,No,0,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,1,2,2,2,2,2,1,1,1,1,0,0,1,1,0,0,2,1,2,4,4,2,4,4,4,4,3,4,1,5,4,2,2,2,3,5,5,5,4,5,5,4,5,5,5,5,5,3,4,4,4,4,4,4,4,3,3,4,3,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,15,7,22,22,10,39,31,30,NA
NA,2019/04/04 12:56:57 a. m. GMT,NA,21,Mujer,Soltero,Sí,15,No,0 a 290.000,Municipal,Técnico profesional,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,2,2,2,0,1,1,1,2,2,2,0,2,1,0,2,2,3,2,3,4,3,2,3,1,3,1,3,5,3,3,3,1,5,5,4,1,5,5,5,5,5,5,5,5,4,3,3,5,4,3,3,4,4,3,1,3,3,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,18,13,20,19,8,40,29,25,NA
NA,2019/04/04 1:02:56 a. m. GMT,NA,21,Mujer,Conviviente,No,0,No,0 a 290.000,Municipal,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,1,2,1,1,1,1,1,1,0,1,0,2,2,0,0,0,0,2,2,2,1,2,3,2,2,1,1,1,1,1,1,1,4,2,1,5,5,5,4,4,4,4,3,4,4,5,4,4,4,4,5,4,4,4,5,5,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,12,6,10,7,9,32,33,39,NA
NA,2019/04/04 1:09:29 a. m. GMT,NA,20,Hombre,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Científico humanista,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,2,4,4,2,5,2,5,2,5,2,2,5,5,2,2,5,3,5,4,2,5,4,5,5,2,5,5,5,5,1,1,4,4,4,2,4,4,1,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,2,5,19,24,14,36,24,12,NA
NA,2019/04/04 1:09:44 a. m. GMT,NA,20,Hombre,Soltero,No,0,No,0 a 290.000,Municipal,Científico humanista,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,2,1,1,2,2,5,5,3,4,1,2,5,2,5,1,4,4,3,2,2,5,5,4,5,2,4,5,5,5,5,5,5,4,2,2,1,2,2,2,4,4,1,3,2,4,4,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,1,11,25,22,6,38,19,22,NA
NA,2019/04/04 1:49:28 a. m. GMT,NA,20,Hombre,Soltero,No,0,No,0 a 290.000,Municipal,Científico humanista,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,2,0,1,1,2,2,5,5,3,1,2,2,3,2,4,1,5,2,4,2,2,5,5,4,5,1,5,5,5,5,4,4,4,3,2,1,1,2,2,2,4,2,3,3,2,2,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,9,23,18,7,35,16,24,NA
NA,2019/04/04 2:12:41 a. m. GMT,NA,20,Mujer,Soltero,No,0,No,300.000 a 490.000,Municipal,Científico humanista,Enseñanza básica completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,2,2,2,2,2,0,2,2,0,1,1,0,1,2,2,2,2,0,0,1,2,4,5,4,4,2,5,5,5,5,2,4,4,4,4,5,1,5,5,5,3,3,4,2,4,4,4,3,4,2,2,2,4,3,2,2,2,4,4,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,15,11,31,22,14,28,19,30,NA
NA,2019/04/04 2:52:28 a. m. GMT,NA,20,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Científico humanista,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,2,0,2,2,1,2,0,0,2,2,2,2,1,0,0,2,3,5,1,2,1,3,1,1,1,1,1,1,1,1,3,1,3,2,5,2,5,5,5,5,5,3,3,3,4,4,5,3,4,3,3,5,5,5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,18,11,11,12,6,34,31,40,NA
NA,2019/04/04 10:28:57 a. m. GMT,NA,20,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,0,2,2,1,1,2,1,2,2,1,0,0,1,1,1,0,1,1,1,2,2,2,4,1,4,1,2,2,2,1,1,3,1,1,1,3,1,4,5,5,1,5,4,5,5,4,3,4,4,4,4,3,4,4,4,4,4,5,5,3,4,5,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,14,8,10,16,7,34,31,34,NA
NA,2019/04/04 11:08:05 a. m. GMT,NA,20,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,1,1,1,1,1,2,3,4,3,3,3,2,2,2,3,3,2,4,3,3,3,3,3,5,4,3,4,3,3,3,3,3,4,4,3,3,3,3,4,3,4,3,4,4,5,4,3,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,3,6,19,16,11,27,26,33,NA
NA,2019/04/04 11:17:47 a. m. GMT,NA,26,Mujer,Soltero,Sí,30,Sí,300.000 a 490.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,1,1,2,1,2,2,1,1,2,1,0,0,1,0,0,1,0,0,0,0,2,2,4,4,4,3,1,4,1,1,1,2,1,2,2,2,1,1,3,5,1,5,4,5,5,4,4,4,5,3,3,3,4,3,2,2,4,2,2,2,2,3,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,13,2,16,12,7,36,24,23,NA
NA,2019/04/04 3:23:21 p. m. GMT,NA,26,Mujer,Soltero,Sí,12,Sí,300.000 a 490.000,Municipal,Científico humanista,Enseñanza media,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,1,1,1,0,2,1,1,0,0,2,0,0,0,1,0,0,0,2,2,4,4,5,1,2,3,5,2,1,4,5,4,2,2,2,3,5,4,2,5,5,1,4,3,2,4,4,4,4,5,4,5,4,5,5,4,4,3,4,5,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,11,3,19,21,9,28,36,33,NA
NA,2019/04/04 5:34:51 p. m. GMT,NA,22,Mujer,Soltero,No,0,Sí,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,2,2,1,1,2,0,0,1,2,0,0,0,1,0,0,0,1,0,2,3,3,3,2,1,3,3,2,3,1,3,1,3,2,1,1,1,3,1,1,5,3,3,5,3,3,3,3,2,3,3,3,2,4,3,3,5,5,5,5,3,5,3,5,4,NA,NA,NA,NA,NA,NA,NA,12,4,20,10,5,28,23,36,NA
NA,2019/04/05 1:59:20 a. m. GMT,NA,20,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Técnico profesional,Técnica educación superior completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,3,4,2,4,1,3,3,1,3,1,4,3,2,1,2,1,5,2,5,1,5,5,5,5,2,4,4,4,4,4,4,4,4,2,3,4,2,1,4,1,5,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,10,3,17,20,5,34,29,24,NA
NA,2019/04/05 10:31:58 p. m. GMT,NA,20,Hombre,Soltero,No,0,No,700.000 a 890.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,2,0,1,1,1,2,4,4,2,3,2,3,3,2,3,2,4,2,4,4,2,1,1,4,4,1,4,4,3,4,4,3,3,3,3,2,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,7,8,23,14,8,28,23,32,NA
NA,2019/04/06 1:25:46 a. m. GMT,NA,21,Hombre,Soltero,Sí,20,No,500.000 a 690.000,Municipal,Técnico profesional,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,1,1,1,1,2,0,1,1,0,2,0,1,1,2,0,0,0,2,4,4,1,3,2,2,2,3,4,2,3,4,3,1,3,3,2,2,4,2,3,4,4,4,2,4,4,4,2,2,4,4,4,4,4,3,4,4,5,5,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,11,7,17,16,10,29,27,35,NA
NA,2019/04/06 3:28:24 a. m. GMT,NA,20,Hombre,Soltero,Sí,11,No,700.000 a 890.000,Particular subvencionado,Técnico profesional,Técnica educación superior completa,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,2,3,2,2,2,2,2,2,4,2,2,2,2,2,2,3,3,2,4,5,2,4,4,4,4,3,2,3,4,3,3,4,3,4,4,4,4,5,4,4,4,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,8,4,15,10,11,28,29,34,NA
NA,2019/04/07 1:18:21 a. m. GMT,NA,21,Mujer,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,1,1,1,2,0,0,0,1,1,0,0,0,1,2,0,1,0,0,2,5,5,1,4,2,2,2,2,2,3,3,3,3,5,4,3,5,3,4,3,5,3,4,3,3,2,2,3,3,3,3,4,4,3,3,3,3,3,3,3,2,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,8,5,20,20,11,25,26,24,NA
NA,2019/04/08 2:20:17 p. m. GMT,NA,21,Mujer,Soltero,No,0,Sí,0 a 290.000,Municipal,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,1,2,2,1,2,2,1,0,0,0,0,0,1,0,1,0,0,2,4,4,4,3,3,5,1,5,2,1,1,1,1,1,1,1,1,1,5,5,4,3,3,5,5,1,4,3,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,17,2,18,10,10,28,38,39,NA
NA,2019/04/08 3:33:11 p. m. GMT,NA,20,Mujer,Soltero,No,0,Sí,0 a 290.000,Particular subvencionado,Científico humanista,Enseñanza básica completa,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,2,1,2,2,2,2,4,0,0,0,0,1,0,0,2,0,0,2,3,3,4,2,1,2,3,4,3,1,2,2,2,3,1,1,4,4,4,1,4,4,2,4,3,2,4,2,2,3,3,3,4,3,4,3,5,4,2,5,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,16,3,20,13,7,25,25,33,NA
NA,2019/04/08 8:45:37 p. m. GMT,NA,21,Mujer,Soltero,No,0,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Enseñanza media,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,0,2,2,2,1,2,2,1,2,1,0,0,0,0,2,0,0,0,1,0,2,3,4,1,4,3,1,1,3,1,2,2,2,1,1,2,3,1,5,5,3,3,3,3,5,4,2,3,3,4,4,4,5,5,3,4,4,4,3,2,2,4,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,15,3,9,13,10,26,33,27,NA
NA,2019/04/08 11:56:25 p. m. GMT,NA,25,Hombre,Soltero,Sí,16,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,2,0,0,1,1,2,0,1,0,1,0,0,1,0,0,1,0,0,2,4,5,2,4,2,2,2,3,4,1,2,4,3,4,2,1,5,5,5,2,3,3,3,4,4,2,2,2,2,3,3,3,3,1,4,4,1,1,1,1,3,2,5,3,4,NA,NA,NA,NA,NA,NA,NA,10,3,21,20,8,23,23,17,NA
NA,2019/04/09 4:54:06 a. m. GMT,NA,22,Mujer,Soltero,Sí,20,No,0 a 290.000,Municipal,Técnico profesional,Enseñanza básica incompleta,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,1,2,2,0,2,0,1,1,0,2,2,0,2,0,2,0,1,2,3,3,1,1,1,5,5,3,4,2,1,1,3,5,3,1,5,3,4,5,5,5,5,5,3,5,5,5,2,2,2,2,2,2,2,3,5,5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,13,10,26,11,9,38,17,40,NA
NA,2019/04/09 1:37:04 p. m. GMT,NA,22,Mujer,Soltero,No,0,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Universitaria completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,2,0,2,0,1,2,0,2,2,1,2,0,2,0,2,2,2,0,0,1,2,2,2,3,2,1,5,2,2,1,1,1,1,1,1,2,3,4,5,5,1,5,5,4,5,4,3,4,3,4,4,2,4,4,2,4,5,5,4,4,4,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,11,11,15,10,6,33,29,35,NA
NA,2019/04/09 11:33:13 p. m. GMT,NA,23,Mujer,Soltero,Sí,10,No,0 a 290.000,Particular subvencionado,Científico humanista,Universitaria completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,1,0,2,0,2,0,1,1,0,1,0,2,1,2,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,1,1,4,5,2,5,5,4,5,5,5,5,1,3,4,5,5,5,5,4,5,4,5,5,5,5,2,2,3,5,5,1,4,NA,NA,NA,NA,NA,NA,NA,9,15,12,11,8,33,38,28,NA
NA,2019/04/10 3:34:09 a. m. GMT,NA,21,Mujer,Soltero,Sí,8,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,2,2,1,2,2,1,2,1,2,1,1,0,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,3,1,1,1,1,1,1,3,5,4,4,5,4,4,3,2,3,3,3,5,5,5,5,4,5,5,4,4,4,4,4,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,16,16,10,9,7,27,38,35,NA
NA,2019/04/12 2:41:45 a. m. GMT,NA,20,Hombre,Soltero,No,0,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Universitaria completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,1,0,1,0,1,2,2,1,1,1,1,2,0,0,2,2,0,2,0,0,2,4,4,1,3,2,5,3,4,5,1,3,1,2,5,5,5,3,2,4,5,4,4,3,4,5,2,3,4,4,2,2,5,4,5,4,4,4,4,3,4,4,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,11,9,25,14,12,29,30,32,NA
NA,2019/04/12 2:55:05 a. m. GMT,NA,20,Mujer,Soltero,Sí,21,No,0 a 290.000,Particular subvencionado,Técnico profesional,Enseñanza media,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,2,0,1,0,1,1,0,1,1,0,1,0,0,2,0,2,2,2,2,4,4,4,4,2,4,4,2,4,3,4,5,4,4,3,1,5,3,4,1,4,4,3,4,1,4,4,4,2,1,1,1,1,1,2,3,2,2,2,4,2,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,7,10,28,22,10,28,12,23,NA
NA,2019/04/12 3:00:06 a. m. GMT,NA,20,Mujer,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Universitaria completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,1,1,2,1,1,1,2,1,1,0,1,1,2,1,1,1,1,0,2,2,2,1,3,3,3,2,2,2,2,2,2,1,2,3,2,2,4,4,1,3,2,3,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,13,9,13,11,10,20,32,34,NA
NA,2019/04/12 3:22:27 a. m. GMT,NA,21,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,0,2,0,0,1,0,1,1,2,2,0,2,2,2,2,0,2,2,4,5,1,5,1,5,5,4,5,4,5,5,4,5,5,5,5,3,3,5,2,4,4,3,2,4,3,3,2,2,2,3,4,2,2,2,4,3,4,4,3,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,9,15,29,25,14,25,19,26,NA
NA,2019/04/12 5:03:32 a. m. GMT,NA,22,Mujer,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,1,1,2,2,1,2,1,1,0,0,1,0,1,0,0,0,1,0,2,2,3,1,3,2,2,1,2,2,2,3,3,1,1,2,1,4,4,5,3,5,4,4,4,3,4,4,4,4,2,4,4,4,3,4,4,5,5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,16,3,10,16,8,32,29,40,NA
NA,2019/04/12 3:23:07 p. m. GMT,NA,22,Mujer,Soltero,No,0,Sí,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Universitaria completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,0,2,2,0,2,0,4,1,0,2,2,2,2,2,1,2,0,2,5,5,5,5,1,4,5,1,4,2,3,2,5,5,5,3,5,5,5,1,5,5,5,2,5,5,5,5,1,2,4,3,3,2,4,5,1,1,1,2,3,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,12,14,33,20,9,37,24,21,NA
NA,2019/04/12 3:28:10 p. m. GMT,NA,24,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,2,0,1,1,1,2,2,2,1,1,1,0,1,0,1,1,1,1,0,1,2,2,3,5,3,2,1,4,3,1,1,2,3,3,2,1,1,1,5,5,2,4,4,4,5,2,3,4,4,4,4,5,5,5,3,5,5,5,5,5,5,5,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,13,7,18,12,7,30,36,37,NA
NA,2019/04/12 5:05:33 p. m. GMT,NA,27,Mujer,Soltero,Sí,8,Sí,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,1,2,2,2,2,2,1,0,2,1,1,0,0,1,1,0,0,2,2,3,3,3,3,3,3,2,2,1,2,2,2,3,2,2,2,4,5,2,5,5,5,5,4,4,4,4,3,4,3,3,4,4,4,4,3,3,3,3,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,16,6,18,12,8,36,29,26,NA
NA,2019/04/12 9:04:18 p. m. GMT,NA,21,Mujer,Soltero,Sí,12,No,0 a 290.000,Particular subvencionado,Técnico profesional,Enseñanza media,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,1,2,2,1,2,1,1,0,1,1,0,1,1,1,1,2,0,0,0,2,4,4,2,4,2,3,4,4,3,1,5,5,2,2,4,4,3,5,5,1,3,4,4,4,5,4,4,4,2,2,2,5,3,2,2,3,3,3,2,3,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,10,7,20,21,11,32,21,25,NA
NA,2019/04/12 10:01:39 p. m. GMT,NA,20,Hombre,Soltero,Sí,30,No,900.000 a 1.190.000,Municipal,Técnico profesional,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,2,2,4,5,2,5,2,4,1,4,2,1,2,3,2,2,1,2,5,4,5,2,4,2,2,4,2,1,2,3,3,4,4,5,5,3,4,4,2,2,1,1,5,4,5,1,4,NA,NA,NA,NA,NA,NA,NA,7,4,17,20,8,20,32,21,NA
NA,2019/04/14 5:31:59 p. m. GMT,NA,22,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,2,2,2,2,2,2,2,2,0,1,1,2,1,1,2,2,2,1,0,2,2,4,4,3,2,2,1,3,3,3,2,2,1,3,1,2,3,4,4,4,1,4,4,4,5,3,3,4,4,4,3,5,5,5,5,5,3,4,5,4,4,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,17,14,18,13,9,31,35,36,NA
NA,2019/04/14 6:53:41 p. m. GMT,NA,21,Mujer,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Universitaria completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,2,1,1,2,0,2,0,1,1,0,1,0,1,1,0,1,0,0,2,3,3,4,4,3,3,4,2,4,2,3,4,4,2,1,1,3,4,4,3,5,4,4,4,2,3,3,4,3,3,3,3,3,2,2,3,5,5,4,5,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,12,5,24,17,8,29,22,36,NA
NA,2019/04/14 11:43:55 p. m. GMT,NA,23,Mujer,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Científico humanista,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,1,2,2,2,2,0,1,0,2,0,2,0,0,0,1,1,2,2,3,2,3,3,1,3,2,1,3,3,2,2,2,2,1,2,2,2,4,2,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,16,8,18,11,6,32,32,32,NA
NA,2019/04/16 4:53:10 a. m. GMT,NA,22,Mujer,Soltero,No,0,No,900.000 a 1.190.000,Particular pagado,Científico humanista,Técnica educación superior completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,1,0,0,1,0,0,1,1,2,1,0,0,1,1,0,0,2,1,2,4,5,5,4,2,2,4,1,2,2,5,5,4,2,5,4,5,2,4,4,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,4,8,23,24,10,19,16,26,NA
NA,2019/04/17 12:40:21 a. m. GMT,NA,21,Mujer,Soltero,No,0,No,700.000 a 890.000,Particular subvencionado,Científico humanista,Universitaria completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,1,1,1,1,2,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,2,4,4,5,3,2,4,3,2,5,1,3,3,4,4,2,2,3,4,4,3,5,5,5,5,5,4,5,4,2,3,3,4,4,3,3,4,4,3,2,2,4,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,13,2,29,16,7,38,26,26,NA
