n,Marca temporal,1) ¿Cuál es su nivel más alto de estudios?,2) ¿Cuál es su edad?,3) Indique su sexo,4) Estado civil,5) ¿Actualmente se encuentra trabajando?,"6) ¿Cuántas horas a la semana trabaja? (si no trabaja, escriba un cero)",7) ¿Tienes hijos(as) o personas a su cuidado actualmente?,8) Ingresos económicos de su hogar aproximado (en pesos) en total.,9) Tipo de establecimiento secundario del que egresó,10) Tipo de formación en su educación secundaria,11) Nivel educativo alcanzado por su madre/tutor (seleccione la última cursada y aprobada),12) Nivel educativo alcanzado por su padre/tutor (seleccione la última cursada y aprobada),13) Usted está diagnosticado de acuerdo a las siguientes categorías:,emp_1,emp_2,emp_3,emp_4,emp_5,emp_6,emp_7,emp_8,emp_9,emp_10,control_1,sq_1,sq_2,sq_3,sq_4,sq_5,sq_6,sq_7,sq_8,sq_9,sq_10,control_2,ale_1,ale_2,ale_3,ale_4,ale_5,ale_6,ale_7,ale_8,ale_9,ale_10,ale_11,ale_12,ale_13,ale_14,ale_15,ale_16,ale_17,ale_18,ale_19,ale_20,ie_1,ie_2,ie_3,ie_4,ie_5,ie_6,ie_7,ie_8,ie_9,ie_10,ie_11,ie_12,ie_13,ie_14,ie_15,ie_16,ie_17,ie_18,ie_19,ie_20,ie_21,ie_22,ie_23,ie_24,control_3,iri_1,iri_2,iri_3,iri_4,iri_5,iri_6,iri_7
NA,2019/04/25 5:24:11 p. m. GMT,NA,20,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Universitaria completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,0,2,1,2,1,2,2,1,0,4,0,1,0,0,1,0,0,1,0,0,2,2,3,1,3,4,2,2,4,4,2,2,1,1,1,3,1,1,5,5,3,3,3,4,4,4,2,3,3,3,3,3,2,4,3,4,4,5,4,3,4,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA
NA,2019/05/01 1:38:22 a. m. GMT,NA,20,Mujer,Soltero,Sí,20,No,700.000 a 890.000,Particular subvencionado,Científico humanista,Enseñanza básica completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,1,1,2,1,2,1,2,1,1,1,1,0,1,2,1,1,1,0,1,2,2,5,5,5,5,1,5,5,1,5,1,5,5,1,5,2,1,5,5,5,1,5,5,5,5,5,5,5,5,3,4,4,4,5,4,4,5,1,1,1,1,3,3,4,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2019/05/24 3:51:09 p. m. GMT,NA,18,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Científico humanista,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,1,0,1,0,1,1,1,4,0,2,2,0,2,2,1,1,1,1,2,5,5,5,5,3,4,5,4,4,2,5,5,5,5,4,4,5,4,3,4,4,5,5,5,5,5,5,5,3,2,1,3,3,1,2,2,4,4,4,5,4,5,5,3,4,NA,NA,NA,NA,NA,NA,NA
NA,2019/05/24 4:28:43 p. m. GMT,NA,27,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Técnico profesional,Técnica educación superior completa,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,2,2,1,2,2,2,1,1,0,0,0,0,0,1,1,0,2,0,2,4,1,1,1,2,1,1,1,1,1,1,1,4,1,3,5,3,4,5,3,5,5,5,5,4,4,5,5,3,4,5,5,5,4,5,4,5,5,5,5,4,5,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2019/05/24 6:46:25 p. m. GMT,NA,21,Mujer,Soltero,No,0,No,700.000 a 890.000,Municipal,Técnico profesional,Técnica educación superior completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,2,2,2,2,1,0,1,0,1,0,0,1,0,2,2,0,1,2,5,5,5,5,3,5,5,4,4,2,5,5,4,5,5,4,5,4,3,3,5,3,5,5,5,5,5,4,2,1,2,3,3,2,4,4,4,5,3,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2019/05/24 9:03:42 p. m. GMT,NA,22,Mujer,Soltero,No,0,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Universitaria completa,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,2,0,2,1,1,0,2,2,2,1,1,0,1,2,0,1,0,0,0,0,3,3,3,3,1,2,5,4,1,1,1,4,4,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,5,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2019/05/26 1:24:44 p. m. GMT,NA,34,Mujer,Soltero,No,0,Sí,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,1,1,1,1,1,2,0,1,1,1,2,0,1,0,0,0,1,0,2,2,5,2,5,1,1,2,2,1,1,1,4,2,1,5,2,4,3,5,3,4,2,2,4,2,2,1,1,5,5,5,5,5,3,3,4,5,5,3,5,5,4,5,3,4,NA,NA,NA,NA,NA,NA,NA
NA,2019/05/26 8:48:09 p. m. GMT,NA,20,Mujer,Soltero,Sí,10,No,Sobre los valores anteriores,Particular subvencionado,Técnico profesional,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,2,2,2,1,0,2,1,0,1,1,1,2,0,1,2,2,2,2,2,2,5,5,5,4,1,4,2,1,2,1,5,5,5,4,2,1,5,5,5,2,5,5,2,4,5,5,5,5,1,2,1,4,4,2,4,2,1,1,1,1,1,5,4,2,4,NA,NA,NA,NA,NA,NA,NA
NA,2019/05/27 4:55:36 p. m. GMT,NA,21,Mujer,Soltero,No,0,Sí,0 a 290.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,2,1,2,2,0,2,0,1,0,0,1,0,0,0,0,0,0,2,2,3,3,4,2,2,3,2,4,2,3,1,4,2,1,4,1,4,5,3,2,4,4,2,3,1,3,3,2,3,3,4,4,3,1,3,2,5,4,1,5,3,5,3,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2019/05/30 12:55:13 a. m. GMT,NA,18,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,0,1,1,2,0,2,1,1,1,1,0,0,1,0,1,1,0,2,0,0,2,3,3,4,1,2,4,3,1,4,3,1,1,3,5,3,5,2,3,4,3,4,4,4,4,3,4,4,4,3,4,3,5,3,4,3,2,4,4,4,4,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2019/06/07 5:50:37 p. m. GMT,NA,18,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Técnico profesional,Enseñanza media,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,2,2,2,2,4,2,1,4,2,2,1,3,2,4,1,2,3,4,4,5,2,5,2,2,5,3,2,2,2,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2019/06/11 9:05:13 p. m. GMT,NA,27,Mujer,Conviviente,No,0,Sí,0 a 290.000,Municipal,Técnico profesional,Enseñanza básica completa,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,2,1,2,2,2,2,2,2,0,0,1,0,0,0,0,1,0,2,0,0,0,2,3,4,1,5,4,1,1,4,1,1,1,1,5,1,5,5,5,5,3,3,5,2,1,1,1,1,1,1,1,2,3,2,5,1,4,1,4,5,4,5,5,5,2,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2019/09/10 6:36:42 p. m. GMT,NA,23,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,2,2,2,2,1,2,2,2,2,1,2,0,1,0,2,2,1,2,0,1,2,2,1,1,2,1,2,1,1,1,1,1,3,1,2,3,1,1,5,5,5,5,5,5,5,2,4,4,5,4,3,3,3,4,3,3,4,3,3,3,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 1:32:32 p. m. GMT,NA,21,Mujer,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Técnico profesional,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,1,0,2,2,2,0,2,2,0,1,0,0,0,0,0,1,1,1,0,0,2,5,5,1,3,1,5,1,4,5,1,5,4,5,5,1,1,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,2,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 1:34:44 p. m. GMT,NA,18,Mujer,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Científico humanista,Enseñanza básica completa,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,0,1,1,0,1,0,2,0,0,1,0,1,2,1,1,1,1,1,0,1,2,5,4,5,4,2,5,5,2,4,2,3,3,5,4,2,3,2,3,4,4,5,4,3,3,5,5,5,5,2,2,2,3,4,2,2,1,1,1,1,1,3,2,4,2,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 1:35:49 p. m. GMT,NA,20,Hombre,Soltero,No,0,No,0 a 290.000,Municipal,Técnico profesional,Enseñanza básica completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,0,0,2,1,2,0,2,2,1,1,1,2,2,0,0,0,0,2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,5,5,1,4,4,4,5,5,5,5,5,5,5,5,3,4,3,4,1,5,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 1:43:52 p. m. GMT,NA,28,Mujer,Soltero,No,0,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Universitaria completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,1,1,1,1,0,2,1,1,0,1,1,0,1,1,0,0,2,1,1,0,2,2,4,2,5,3,2,2,3,1,2,4,4,1,1,4,4,5,5,5,1,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,2,3,5,4,5,3,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 1:45:08 p. m. GMT,NA,19,Mujer,Soltero,No,0,Sí,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,2,1,2,2,2,1,2,1,2,2,1,2,1,2,0,0,1,2,0,0,1,2,5,5,5,5,1,5,5,1,1,1,1,5,1,1,1,1,5,5,5,5,5,4,5,5,1,1,5,5,1,1,1,5,5,1,1,5,5,5,5,5,1,5,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 1:48:13 p. m. GMT,NA,22,Mujer,Soltero,No,0,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,0,1,2,1,1,2,1,2,2,1,0,2,0,1,2,0,2,2,1,2,1,2,2,2,1,1,1,1,1,3,1,1,1,1,3,5,5,5,5,5,5,5,3,2,3,3,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 2:02:20 p. m. GMT,NA,29,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,2,2,2,1,2,2,1,1,3,1,3,3,4,1,1,4,4,4,3,4,3,3,3,2,3,3,2,2,2,5,4,5,4,4,4,4,4,4,5,4,5,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 2:04:21 p. m. GMT,NA,23,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Científico humanista,Universitaria completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,0,0,1,0,1,0,1,0,1,2,0,2,0,2,2,0,0,2,1,2,4,5,3,4,4,5,4,3,5,3,4,4,5,5,5,4,5,2,1,1,2,3,2,3,4,5,3,2,1,2,1,4,4,1,3,3,1,2,1,1,3,1,4,2,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 2:07:18 p. m. GMT,NA,26,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,2,4,4,3,4,2,2,2,4,3,3,4,3,2,2,3,4,4,3,3,3,3,2,2,3,2,2,2,3,4,4,4,4,3,3,2,3,4,4,3,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 2:16:20 p. m. GMT,NA,18,Hombre,Soltero,No,0,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Técnica educación superior completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,2,1,0,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,2,5,5,4,5,1,5,3,2,5,4,4,5,4,1,3,3,4,4,5,1,2,1,1,3,1,3,1,2,1,1,2,1,2,2,3,2,3,3,2,3,4,4,5,3,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 2:21:36 p. m. GMT,NA,24,Hombre,Soltero,No,0,No,700.000 a 890.000,Municipal,Científico humanista,Universitaria completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,0,0,2,0,0,2,0,0,1,0,2,0,1,1,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,4,2,1,4,4,4,4,1,1,2,4,5,5,4,4,4,5,5,3,5,5,4,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 2:24:59 p. m. GMT,NA,26,Mujer,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Científico humanista,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,1,0,1,1,2,2,2,0,1,0,0,0,0,0,2,0,0,0,0,2,5,5,1,5,1,5,5,5,5,1,5,5,5,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 2:27:21 p. m. GMT,NA,21,Hombre,Soltero,No,0,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Técnica educación superior completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,4,1,1,1,1,1,3,1,1,4,3,1,2,2,4,5,5,1,5,5,5,5,2,5,5,5,4,4,4,5,5,2,5,4,2,3,2,1,4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 3:01:16 p. m. GMT,NA,22,Mujer,Soltero,No,0,No,300.000 a 490.000,Municipal,Técnico profesional,Enseñanza básica completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,1,1,2,0,2,2,1,2,0,1,1,1,1,1,1,1,0,1,1,2,2,5,5,3,2,1,4,4,2,3,1,1,4,3,2,1,2,4,5,5,2,5,5,5,4,4,3,4,5,4,4,4,5,5,4,4,5,4,4,3,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 3:10:59 p. m. GMT,NA,23,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Científico humanista,Enseñanza media,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,5,5,5,4,2,4,5,5,5,1,5,3,5,5,5,5,5,3,4,3,2,3,5,5,5,5,5,5,1,1,1,1,2,2,2,2,4,2,2,3,5,2,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 3:18:49 p. m. GMT,NA,24,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Científico humanista,Técnica educación superior completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,1,2,2,2,2,1,2,1,2,2,2,2,0,1,1,2,1,1,2,5,5,3,3,2,4,4,3,4,2,4,3,3,4,2,2,4,4,2,2,4,3,3,3,4,3,3,3,1,2,3,4,4,2,3,1,3,3,3,3,4,3,5,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 3:33:09 p. m. GMT,NA,19,Mujer,Soltero,No,0,No,300.000 a 490.000,Municipal,Científico humanista,Enseñanza media,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,0,1,0,0,1,2,0,1,1,1,0,0,0,0,0,1,2,2,2,3,4,2,4,3,4,4,2,4,1,2,5,4,1,2,1,4,4,5,1,3,4,4,4,5,5,4,4,3,3,3,3,4,2,2,4,1,1,1,3,5,4,3,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 3:34:49 p. m. GMT,NA,22,Mujer,Soltero,No,0,No,500.000 a 690.000,Municipal,Científico humanista,Universitaria completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,0,0,2,2,1,1,0,1,1,1,2,2,0,2,1,1,0,0,2,4,3,2,4,2,3,5,4,4,1,4,2,2,2,1,1,2,4,5,1,5,5,5,5,3,5,5,5,3,4,4,3,3,3,4,3,2,2,2,3,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 3:35:09 p. m. GMT,NA,22,Mujer,Soltero,No,0,Sí,900.000 a 1.190.000,Municipal,Científico humanista,Enseñanza media,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,0,1,0,2,0,1,0,1,2,0,2,2,0,0,1,0,2,0,2,5,5,5,5,3,5,5,1,5,3,5,5,5,5,2,3,5,4,4,1,4,2,1,4,5,5,4,3,1,1,1,4,4,1,3,5,5,5,3,5,2,4,4,1,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 3:51:03 p. m. GMT,NA,27,Mujer,Soltero,No,0,No,300.000 a 490.000,Municipal,Técnico profesional,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,2,2,1,2,0,2,1,1,0,0,0,2,0,2,2,1,2,1,2,3,4,5,5,2,5,4,4,5,1,3,4,5,3,4,2,5,4,3,3,4,5,5,4,4,3,4,5,2,2,3,4,3,2,2,4,5,5,5,5,5,4,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 3:53:41 p. m. GMT,NA,25,Mujer,Soltero,Sí,20,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Técnica educación superior completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,3,1,3,1,4,1,1,1,1,1,1,1,2,1,3,4,5,5,1,5,5,4,4,2,1,3,4,4,5,5,4,4,3,4,4,5,5,4,5,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 3:59:42 p. m. GMT,NA,24,Mujer,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,2,2,1,0,0,2,5,5,4,4,4,5,5,2,3,1,4,2,3,5,2,2,4,4,4,1,4,3,2,4,5,3,3,2,4,3,3,4,4,2,3,2,3,3,4,4,4,3,5,2,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 4:05:57 p. m. GMT,NA,22,Mujer,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,1,2,2,1,2,0,1,1,1,1,1,1,1,1,2,2,1,2,5,3,5,1,2,5,5,1,5,1,2,1,5,5,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,2,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 5:25:47 p. m. GMT,NA,27,Hombre,Soltero,No,0,No,900.000 a 1.190.000,Municipal,Científico humanista,Universitaria completa,Universitaria completa,Prefiero no responder.,0,1,0,2,2,1,1,0,0,1,1,0,0,1,0,2,0,1,1,2,0,2,4,4,4,4,3,5,5,5,5,2,1,2,3,1,3,3,4,4,4,3,3,2,2,4,4,3,2,2,4,2,4,4,2,2,4,4,5,4,4,4,5,3,5,2,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 5:31:02 p. m. GMT,NA,24,Mujer,Soltero,No,0,No,0 a 290.000,Particular pagado,Científico humanista,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,0,0,2,0,1,2,1,1,2,0,1,0,1,2,2,2,1,0,2,5,4,1,4,1,2,1,5,3,1,3,4,2,1,3,2,1,4,2,4,5,4,5,5,5,3,3,4,2,2,3,2,4,3,3,3,4,4,4,5,2,4,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 5:37:51 p. m. GMT,NA,22,Hombre,Soltero,No,0,No,900.000 a 1.190.000,Particular pagado,Científico humanista,Enseñanza media,Enseñanza media,Algún tipo de Trastorno del Desarrollado no especificado arriba.,0,0,0,2,1,0,0,2,0,1,1,0,2,2,0,0,1,0,2,0,1,2,4,5,1,4,2,5,2,4,4,2,4,4,5,3,5,5,5,4,4,1,3,3,4,4,4,5,5,3,3,3,3,4,4,3,3,5,5,5,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 5:46:11 p. m. GMT,NA,18,Mujer,Soltero,No,0,No,300.000 a 490.000,Municipal,Técnico profesional,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,2,0,1,0,2,2,1,2,0,1,1,1,2,2,0,1,2,1,1,0,2,5,5,1,2,1,5,4,1,5,1,4,2,1,2,1,2,4,4,5,4,5,4,4,4,3,3,4,5,2,2,5,3,5,4,4,5,5,5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 6:46:49 p. m. GMT,NA,24,Hombre,Soltero,Sí,5,Sí,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,Prefiero no responder.,2,1,0,1,1,0,1,0,0,1,2,2,0,2,0,0,2,2,1,1,0,2,2,2,1,2,3,2,2,1,2,1,4,1,1,1,3,2,3,5,5,1,4,4,5,5,3,3,3,4,2,3,2,2,2,5,5,5,5,5,3,5,4,5,4,4,5,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 7:14:12 p. m. GMT,NA,18,Hombre,Soltero,No,0,No,300.000 a 490.000,Municipal,Técnico profesional,Enseñanza básica completa,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,2,3,4,2,4,2,1,2,3,4,3,3,4,1,1,3,2,2,3,5,1,2,1,3,1,2,3,2,3,4,3,3,2,4,4,2,3,2,2,3,3,4,5,4,2,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 7:21:46 p. m. GMT,NA,27,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza básica completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,1,1,1,1,1,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,2,1,4,1,3,1,2,2,1,4,1,1,1,2,1,4,3,4,5,5,1,4,4,4,4,2,4,4,4,4,4,5,4,5,4,4,4,5,5,1,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 7:24:13 p. m. GMT,NA,20,Hombre,Soltero,No,0,No,Sobre los valores anteriores,Particular pagado,Científico humanista,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,0,2,0,2,1,2,0,1,1,1,0,2,0,0,0,0,2,0,0,1,2,2,3,2,4,2,5,2,4,2,1,5,3,1,4,5,3,4,2,5,1,3,4,4,4,5,2,3,3,4,5,4,4,5,4,4,4,4,3,3,3,3,3,5,3,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 7:33:43 p. m. GMT,NA,54,Hombre,Casado,Sí,40,Sí,Sobre los valores anteriores,Particular subvencionado,Técnico profesional,Enseñanza básica incompleta,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,1,2,2,2,1,0,0,0,0,2,2,2,1,0,0,2,1,1,1,2,1,2,4,4,1,2,1,1,1,1,3,1,1,5,5,1,4,5,5,5,5,3,4,4,5,5,5,5,5,5,3,4,5,5,5,5,5,5,4,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 7:48:09 p. m. GMT,NA,24,Hombre,Soltero,No,0,No,700.000 a 890.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,0,2,0,1,2,0,1,2,0,0,0,0,0,0,2,2,0,2,3,2,1,3,1,1,1,5,3,1,1,5,1,4,1,1,5,5,1,1,5,2,4,5,1,5,5,5,3,3,3,5,5,2,4,5,1,1,2,2,5,4,1,5,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 8:10:21 p. m. GMT,NA,20,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,2,2,3,2,5,2,4,4,2,4,1,2,4,3,2,4,4,5,1,4,2,4,3,2,4,2,2,2,2,3,4,4,4,4,2,2,3,4,4,3,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 10:34:51 p. m. GMT,NA,25,Genero Fluido,Soltero,Sí,3,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza básica completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,1,0,2,1,1,0,2,1,1,1,1,2,0,0,0,0,0,0,1,0,2,5,4,1,4,1,2,3,1,1,1,4,5,3,5,1,1,5,5,5,1,5,5,5,3,5,3,5,5,4,4,5,3,5,3,5,5,1,2,1,1,2,2,5,3,4,NA,NA,NA,NA,NA,NA,NA
NA,2020/05/26 10:58:34 p. m. GMT,NA,23,Hombre,Soltero,No,0,No,700.000 a 890.000,Municipal,Científico humanista,Universitaria completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,0,1,1,1,2,0,1,1,1,0,1,1,2,1,2,0,2,2,2,1,0,2,1,1,1,2,1,1,1,1,1,3,2,2,1,1,5,2,4,4,5,1,3,1,2,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,NA,NA,NA,NA,NA,NA,NA
